"start";"end";"Please select which group the respondent belongs to";"Please select which group the respondent belongs to/Local community";"Please select which group the respondent belongs to/Local government";"Please select which group the respondent belongs to/National government";"Please select which group the respondent belongs to/Regulator";"Please select which group the respondent belongs to/NGO/Civil Society";"Please select which group the respondent belongs to/Utility provider";"Please select which group the respondent belongs to/Other (please specify)";"Other (specify)";"How was the respondent affected by the construction of the dam?";"Other (specify)";"Do you understand the purpose of our research?";"Do you consent to participating in our research?";"How important is the river for you?";"How do you use the river?";"Drinking water";"Irrigation";"Washing and bathing";"Fishing for consumption";"Fishing to sell";"Tourism";"Cultural significance";"Transport";"Prevent climate change";"Protect biodiversity";"How important are forests for you?";"How do you use the forest?";"Firewood";"Collecting herbs / medicinal plants";"Food (animal)";"Food (fruits)";"Cultural significance";"Construction";"Livestock grazing";"Agriculture";"Prevent climate change";"Protect biodiversity";"Have you received any financial compensation following construction of the dam?";"Do you think you should have been compensated following construction of the dam?";"How did/will you receive this compensation?";"Are you happy with the amount of compensation?";"Are you happy with the timing of compensation?";"Do you have access to electricity?";"Do you receive any of these services from the dam?";"Electricity";"Irrigation";"Drinking water";"Employment";"How do you feel about the benefits you receive from the dam?";"Has any land that you own or rent been impacted by the dam?";"When did you hear about the construction of the dam?";"Did you have the opportunity to participate in decision-making?";"How did you participate in decision-making?";"How did you participate in decision-making? (other specify)";"Do you feel that decision-makers listened to you?";"Have you noticed a change in the environment around you following the construction of the dam?";"Have you noticed a change in the amount of wildlife around you following the construction of the dam?";"""Dam development has fairly balanced the needs for society, biodiversity conservation and energy generation"". Do you:";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"4th choice";"5th choice";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"What is your age?";"What gender do you identify with?";"What is your highest level of education?";"What is your current occupation?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"What was your occupation before the dam was built?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"In the last year, how many months have you received a salary or income?";"How many people live in your household?";"In the last year, how many people in your household received a salary or other source of income?";"Which of these do you have in your household?";"Which of these do you have in your household?/Bike";"Which of these do you have in your household?/Motorbike/scooter";"Which of these do you have in your household?/Car";"Which of these do you have in your household?/TV";"Which of these do you have in your household?/Radio";"Which of these do you have in your household?/Computer";"Which of these do you have in your household?/Washing machine";"Which of these do you have in your household?/Air conditioning";"Which of these do you have in your household?/Fan";"Which of these do you have in your household?/Bed";"Which of these do you have in your household?/Table";"Which of these do you have in your household?/Chairs";"Which of these do you have in your household?/Gas stove";"Which of these do you have in your household?/Microwave";"Which of these do you have in your household?/Fridge";"Which of these do you have in your household?/Freezer";"Which of these do you have in your household?/Pressure cooker";"Which of these do you have in your household?/Internet";"Which of these do you have in your household?/Water";"Which of these do you have in your household?/Electricity";"What country do you live in?";"What is your highest level of formal education?";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2023-02-28T14:37:41.841+05:30";"2023-03-01T14:28:38.096+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Low importance";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Never";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Two years before the construction work started";"No";"";"";"Yes, to some extent";"It's much more damaged";"Slightly less wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Livelihood and economy";"Food security ";"Health and wellbeing";"52";"Man";"Secondary School";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"1";"TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"222253469";"59f7477b-cc8c-4bd1-94bc-b1957cfea80b";"2023-03-01T08:58:49";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"51"
"2023-03-01T14:28:38.726+05:30";"2023-03-01T14:34:24.243+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Low importance";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"No, I wasn't listened to at all";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Food security";"Livelihood and economy";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Health and wellbeing";"Livelihood and economy";"Food security ";"39";"Woman";"Secondary School";"Farming";"";"Livestock (for household)";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"4";"1";"TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"1";"";"";"222254935";"2ceccbe7-4575-48ac-9b37-d2fef7450258";"2023-03-01T09:04:34";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"52"
"2023-03-01T14:34:24.834+05:30";"2023-03-01T14:38:52.371+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Not at all important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"No, I wasn't listened to at all";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Health and wellbeing";"Food security ";"Livelihood and economy";"38";"Woman";"Secondary School";"Farming";"";"Farming crops (for household) Livestock (for household)";"1";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"4";"1";"Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"1";"";"";"222255803";"06a5a78a-cd5c-4fa8-9dde-b2ffe0303e04";"2023-03-01T09:09:04";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"53"
"2023-02-28T08:59:06.272-00:00";"2023-03-01T09:13:19.955-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Low importance";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Always";"Mostly";"Never";"Sometimes";"Always";"Mostly";"Always";"Never";"Always";"Always";"Not applicable, no compensation due";"Yes";"";"";"";"Yes, but mostly power cut (more than five hours every day)";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"When the dam was initially proposed";"Yes";"Other (please specify)";"Attended Meetings and participated in protests";"Not all";"It's much more damaged";"Slightly less wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Livelihood and economy";"Health and wellbeing";"Food security ";"76";"Man";"Primary School";"Labourer / daily wage earner";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"1";"1";"TV Fan Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"222256610";"471103e3-5b0a-4bab-943f-542e8ba31091";"2023-03-01T09:13:30";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"54"
"2023-03-01T14:38:52.976+05:30";"2023-03-01T14:43:35.249+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Not at all important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"Yes, to some extent";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Food security";"Livelihood and economy";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Health and wellbeing";"Livelihood and economy";"Education";"42";"Man";"Secondary School";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4";"1";"TV Fan Bed Table Chairs Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"";"";"222256659";"4fead92b-8836-48f5-bfab-dff6aafe2b93";"2023-03-01T09:13:46";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"55"
"2023-03-01T14:43:35.821+05:30";"2023-03-01T14:55:39.929+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"50%-74%";"50%-74%";"0%";"0%";"Very unhappy";"The whole land";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Livelihood and economy";"Education";"Health and wellbeing";"25";"Woman";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"1";"TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"1";"";"";"222259103";"a7fa6fe4-f9fa-4543-819a-90aae2b11bf1";"2023-03-01T09:25:52";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"56"
"2023-02-27T13:17:00.599+05:30";"2023-03-01T14:56:49.219+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Low importance";"";"Rarely ";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Never";"";"Mostly";"Very important";"";"Sometimes";"Never";"Mostly";"Rarely";"Rarely";"Rarely";"Mostly";"Never";"Mostly";"Mostly";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Slightly less wildlife";"Agree";"";"Protect biodiversity and environment";"Food security";"Livelihood and economy";"Access to clean energy";"Regulate climate change";"";"Education";"Sustainable use of water and sanitation for all";"Access to clean energy";"47";"Man";"Secondary School";"Shop owner / small business";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"4";"1";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"222259418";"aca8ff4d-d9b0-4288-b8c4-5e3952649b3e";"2023-03-01T09:27:01";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"57"
"2023-03-01T14:55:40.529+05:30";"2023-03-01T14:59:49.375+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Not at all important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Two years before the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Livelihood and economy";"Food security ";"Health and wellbeing";"69";"Woman";"No formal education";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"6";"1";"TV Fan Bed Table Chairs Pressure cooker Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"";"";"222260255";"e43b9556-c471-49c5-acb9-7f12c369088e";"2023-03-01T09:30:02";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"58"
"2023-03-01T14:59:49.980+05:30";"2023-03-01T15:05:40.198+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Not at all important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Six months before the construction work started";"No";"";"";"No, I wasn't listened to at all";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Health and wellbeing";"Food security ";"Livelihood and economy";"69";"Woman";"No formal education";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"6";"1";"TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"1";"";"";"222261342";"89e2b1f9-8407-48ab-842b-8b007774128d";"2023-03-01T09:35:51";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"59"
"2023-03-01T15:05:40.815+05:30";"2023-03-01T15:12:04.493+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Not at all important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much less wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Health and wellbeing";"Livelihood and economy";"Food security ";"42";"Woman";"No formal education";"Farming";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"1";"TV Fan Bed Table Chairs Gas stove Pressure cooker Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"1";"";"";"222262549";"4ed7c97f-2ea1-446a-82f9-c4bac5f36dff";"2023-03-01T09:42:13";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"60"
"2023-03-01T09:13:20.036-00:00";"2023-03-02T06:54:00.929-00:00";"Utility provider";"0";"0";"0";"0";"0";"1";"0";"";"None of the above";"";"Yes";"Yes";"Very important";"";"Sometimes";"Never";"Never";"Never";"Never";"Sometimes";"Always";"Sometimes";"Never";"Sometimes";"Very important";"";"Never";"Sometimes";"Never";"Sometimes";"Sometimes";"Never";"Never";"Never";"Sometimes";"Never";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"50%-74%";"1%-24%";"50%-74%";"75%-100%";"Very happy";"No impact";"Two years before the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more healthy";"Slightly less wildlife";"Agree";"";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"Livelihood and economy";"Food security";"";"Food security ";"Livelihood and economy";"Health and wellbeing";"49";"Man";"Postgraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"5";"2";"Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"";"";"222465856";"259dc4ef-0811-4831-87cb-c982183a95f1";"2023-03-02T06:54:13";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"61"
"2023-03-02T06:54:01.062-00:00";"2023-03-02T07:24:44.886-00:00";"Utility provider";"0";"0";"0";"0";"0";"1";"0";"";"None of the above";"";"Yes";"Yes";"Very important";"";"Always";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Never";"Mostly";"Mostly";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Neutral";"No impact";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more healthy";"Slightly less wildlife";"Agree";"";"Access to clean energy";"Livelihood and economy";"Protect biodiversity and environment";"Food security";"Regulate climate change";"";"Livelihood and economy";"Better infrastructure";"Global partnerships";"";"Man";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"1";"Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"222471171";"631ba19a-ea52-4c56-b0b1-5c4c52b082ce";"2023-03-02T07:24:56";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"62"
"2023-03-02T07:24:44.985-00:00";"2023-03-02T07:47:29.279-00:00";"Utility provider";"0";"0";"0";"0";"0";"1";"0";"";"None of the above";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Rarely ";"Sometimes";"Never";"Never";"Very important";"";"Never";"Never";"Never";"Rarely";"Never";"Rarely";"Never";"Never";"Never";"Never";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"75%-100%";"0%";"75%-100%";"0%";"Very happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"";"";"Strongly agree";"";"Food security";"Livelihood and economy";"Regulate climate change";"Protect biodiversity and environment";"Access to clean energy";"";"Education";"Food security ";"Livelihood and economy";"37";"Woman";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"3";"1";"Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity";"0";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"";"";"222474890";"541ace09-76f5-4c15-afda-e98145caaa75";"2023-03-02T07:47:48";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"63"
"2023-03-02T18:32:52.922+05:30";"2023-03-02T18:40:56.702+05:30";"Other (please specify)";"0";"0";"0";"0";"0";"0";"1";"PSU";"None of the above";"";"No";"Yes";"Very important";"";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Always";"Never";"Always";"Always";"Very important";"";"Never";"Never";"Never";"Never";"Always";"Never";"Never";"Never";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"75%-100%";"0%";"0%";"75%-100%";"Very happy";"No impact";"Two years before the construction work started";"No";"";"";"I was not included in the decision-making process";"";"";"Neither agree or disagree";"";"Protect biodiversity and environment";"Regulate climate change";"Livelihood and economy";"Access to clean energy";"Food security";"";"Protect biodiversity and environment";"Regulate climate change";"Sustainable use of water and sanitation for all";"38";"Man";"Postgraduate degree";"Other";"Power";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"3";"2";"Bike Motorbike/scooter Car TV Radio Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"222556569";"0299e678-5593-4587-a5e5-3bb77c49db64";"2023-03-02T13:11:09";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"64"
"2023-03-02T19:43:31.063+05:30";"2023-03-02T19:57:03.904+05:30";"National government";"0";"0";"1";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Always";"Always";"Always";"Never";"Always";"Always";"Mostly";"Always";"Mostly";"Always";"Very important";"";"Never";"Mostly";"Mostly";"Always";"Sometimes";"Rarely";"Rarely";"Mostly";"Mostly";"Always";"Not applicable, no compensation due";"Yes";"";"";"";"Yes, always";"";"75%-100%";"75%-100%";"75%-100%";"75%-100%";"Very happy";"No impact";"When the dam was initially proposed";"Yes";"Attended a public hearing";"";"Yes, all";"It's much more healthy";"Slightly more wildlife";"Strongly agree";"";"Access to clean energy";"Regulate climate change";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"";"Sustainable economic growth and employment opportunities";"Sustainable use of natural resources";"Better infrastructure";"56";"Man";"Postgraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"3";"Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity";"0";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"";"";"222576883";"4d04f2f1-c580-4d89-8425-83e4b20ffa71";"2023-03-02T14:27:15";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"65"
"2023-03-03T10:18:09.727+05:30";"2023-03-03T10:23:53.814+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Very important";"";"Always";"Always";"Always";"Never";"Never";"Mostly";"Always";"Never";"Never";"Never";"Very important";"";"Always";"Sometimes";"Always";"";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Quite unhappy";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Much more wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Education";"Gender equality and women's empowerment";"Health and wellbeing";"54";"Woman";"No formal education";"Livestock";"";"Livestock (for household)";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"3";"2";"Fan Gas stove Pressure cooker Water Electricity";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"";"";"222680909";"d66de1e1-9175-4c1d-babd-9d8f27eb3af6";"2023-03-03T04:54:06";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"66"
