start,end,please_select_which_group_the_respondent_belongs_to,please_select_which_group_the_respondent_belongs_to_local_community,please_select_which_group_the_respondent_belongs_to_local_government,please_select_which_group_the_respondent_belongs_to_national_government,please_select_which_group_the_respondent_belongs_to_regulator,please_select_which_group_the_respondent_belongs_to_ngo_civil_society,please_select_which_group_the_respondent_belongs_to_utility_provider,please_select_which_group_the_respondent_belongs_to_other_please_specify,other_specify_11,how_was_the_respondent_affected_by_the_construction_of_the_dam,other_specify_13,do_you_understand_the_purpose_of_our_research,do_you_consent_to_participating_in_our_research,how_important_is_the_river_for_you,how_do_you_use_the_river,drinking_water_18,irrigation_19,washing_and_bathing,fishing_for_consumption,fishing_to_sell,tourism,cultural_significance_24,transport,prevent_climate_change_26,protect_biodiversity_27,how_important_are_forests_for_you,how_do_you_use_the_forest,firewood,collecting_herbs_medicinal_plants,food_animal,food_fruits,cultural_significance_34,construction,livestock_grazing,agriculture,prevent_climate_change_38,protect_biodiversity_39,have_you_received_any_financial_compensation_following_construction_of_the_dam,do_you_think_you_should_have_been_compensated_following_construction_of_the_dam,how_did_will_you_receive_this_compensation,are_you_happy_with_the_amount_of_compensation,are_you_happy_with_the_timing_of_compensation,do_you_have_access_to_electricity,do_you_receive_any_of_these_services_from_the_dam,electricity,irrigation_48,drinking_water_49,employment,how_do_you_feel_about_the_benefits_you_receive_from_the_dam,has_any_land_that_you_own_or_rent_been_impacted_by_the_dam,when_did_you_hear_about_the_construction_of_the_dam,did_you_have_the_opportunity_to_participate_in_decision_making,how_did_you_participate_in_decision_making,how_did_you_participate_in_decision_making_other_specify,do_you_feel_that_decision_makers_listened_to_you,have_you_noticed_a_change_in_the_environment_around_you_following_the_construction_of_the_dam,have_you_noticed_a_change_in_the_amount_of_wildlife_around_you_following_the_construction_of_the_dam,dam_development_has_fairly_balanced_the_needs_for_society_biodiversity_conservation_and_energy_generation_do_you,how_important_are_the_following_themes_to_you_61,x1st_choice_62,x2nd_choice_63,x3rd_choice_64,x4th_choice,x5th_choice,how_important_are_the_following_themes_to_you_67,x1st_choice_68,x2nd_choice_69,x3rd_choice_70,what_is_your_age,what_gender_do_you_identify_with,what_is_your_highest_level_of_education,what_is_your_current_occupation,other_specify_75,please_select_all_that_apply_76,please_select_all_that_apply_farming_crops_for_household_77,please_select_all_that_apply_farming_crops_to_sell_78,please_select_all_that_apply_fishing_for_household_79,please_select_all_that_apply_fishing_to_sell_80,please_select_all_that_apply_livestock_for_household_81,please_select_all_that_apply_livestock_to_sell_82,what_was_your_occupation_before_the_dam_was_built,other_specify_84,please_select_all_that_apply_85,please_select_all_that_apply_farming_crops_for_household_86,please_select_all_that_apply_farming_crops_to_sell_87,please_select_all_that_apply_fishing_for_household_88,please_select_all_that_apply_fishing_to_sell_89,please_select_all_that_apply_livestock_for_household_90,please_select_all_that_apply_livestock_to_sell_91,in_the_last_year_how_many_months_have_you_received_a_salary_or_income,how_many_people_live_in_your_household,in_the_last_year_how_many_people_in_your_household_received_a_salary_or_other_source_of_income,which_of_these_do_you_have_in_your_household,which_of_these_do_you_have_in_your_household_bike,which_of_these_do_you_have_in_your_household_motorbike_scooter,which_of_these_do_you_have_in_your_household_car,which_of_these_do_you_have_in_your_household_tv,which_of_these_do_you_have_in_your_household_radio,which_of_these_do_you_have_in_your_household_computer,which_of_these_do_you_have_in_your_household_washing_machine,which_of_these_do_you_have_in_your_household_air_conditioning,which_of_these_do_you_have_in_your_household_fan,which_of_these_do_you_have_in_your_household_bed,which_of_these_do_you_have_in_your_household_table,which_of_these_do_you_have_in_your_household_chairs,which_of_these_do_you_have_in_your_household_gas_stove,which_of_these_do_you_have_in_your_household_microwave,which_of_these_do_you_have_in_your_household_fridge,which_of_these_do_you_have_in_your_household_freezer,which_of_these_do_you_have_in_your_household_pressure_cooker,which_of_these_do_you_have_in_your_household_internet,which_of_these_do_you_have_in_your_household_water,which_of_these_do_you_have_in_your_household_electricity,what_country_do_you_live_in,what_is_your_highest_level_of_formal_education,id,uuid,submission_time,validation_status,notes,status,submitted_by,version,tags,index
2023-06-15T05:02:41Z,2023-06-15T05:08:49Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,NA,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Sometimes,Rarely,Always,Always,Always,Never,Always,Always,Never,Never,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Less than half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Strongly disagree,NA,Food security,Livelihood and economy,Access to clean energy,Regulate climate change,Protect biodiversity and environment,NA,Education,Gender equality and women's empowerment,Health and wellbeing,22,Woman,Undergraduate degree,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,245963800,86b752f5-42a8-493a-977f-f1640aab069c,2023-06-15T05:08:51Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,87
2023-06-15T05:08:49Z,2023-06-15T05:12:26Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Always,Rarely ,Mostly,Sometimes,Sometimes,Rarely ,Always,Rarely ,Always,Always,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Less than half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,No change,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Sustainable use of water and sanitation for all,Sustainable economic growth and employment opportunities,Peaceful and inclusive society,57,Man,Secondary School,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,245964460,48f6f596-bac0-4911-9753-4cfa041fb4f1,2023-06-15T05:12:28Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,88
2023-06-15T05:12:26Z,2023-06-15T05:16:07Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Always,Always,Always,Rarely ,Rarely ,Sometimes,Always,Sometimes,Always,Always,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Yes, but still waiting for payment",NA,NA,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Half of the land,Just when the construction work started,Yes,No opportunity to participate,NA,I was not included in the decision-making process,No change,Much less wildlife,Disagree,NA,Protect biodiversity and environment,Food security,Livelihood and economy,Regulate climate change,Access to clean energy,NA,Education,Health and wellbeing,Food security ,37,Man,Primary School,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,1,TV Fan Bed Table Chairs Gas stove Pressure cooker Internet Water Electricity,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,NA,NA,245965373,acb94206-a70d-4a50-9fc0-5965248944ec,2023-06-15T05:16:09Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,89
2023-06-15T05:16:07Z,2023-06-15T05:22:30Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Mostly,Mostly,Very important,NA,Mostly,Rarely,Always,Mostly,Sometimes,Sometimes,Always,Rarely,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,25%-49%,0%,0%,Very unhappy,Two-thirds of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Education,Health and wellbeing,Livelihood and economy,45,Man,Secondary School,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Car TV Fan Bed Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,NA,NA,245966511,57ce7a88-76a2-4ea2-8513-e9495b8b30eb,2023-06-15T05:22:31Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,90
2023-06-15T05:22:30Z,2023-06-15T05:27:04Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Very important,NA,Always,Never,Always,Sometimes,Always,Sometimes,Always,Always,Always,Always,"Yes, but still waiting for payment",NA,NA,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Two-thirds of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,No change,Much more wildlife,Neither agree or disagree,NA,Protect biodiversity and environment,Access to clean energy,Food security,Livelihood and economy,Regulate climate change,NA,Education,Health and wellbeing,Food security ,60,Man,Primary School,Other,Driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,Motorbike/scooter Car TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,245967329,62a0f5c6-dff7-42f9-a4b5-071c2b3d2af5,2023-06-15T05:27:06Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,91
2023-06-15T05:27:04Z,2023-06-15T05:31:06Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Rarely ,Never,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Always,Very important,NA,Always,Never,Always,Sometimes,Always,Rarely,Rarely,Rarely,Always,Always,"Yes, but still waiting for payment",NA,NA,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Much less wildlife,Neither agree or disagree,NA,Food security,Livelihood and economy,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Better infrastructure,Education,Livelihood and economy,58,Man,No formal education,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,245967927,6bd95d75-ec4f-401f-a779-9d1d0dbc2ea2,2023-06-15T05:31:07Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,92
2023-06-15T05:31:06Z,2023-06-15T05:37:08Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Neutral,NA,Never,Never,Rarely ,Never,Never,Never,Always,Never,Never,Never,Very important,NA,Sometimes,Sometimes,Always,Always,Always,Never,Always,Always,Never,Never,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Two-thirds of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Education,Health and wellbeing,Food security ,65,Man,No formal education,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,245968979,32198a92-a4df-4456-a946-4f9a40cbec7f,2023-06-15T05:37:11Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,93
2023-06-15T05:37:08Z,2023-06-15T05:42:21Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Never,Sometimes,Mostly,Never,Never,Sometimes,Always,Mostly,Never,Never,Very important,NA,Mostly,Mostly,Mostly,Mostly,Always,Never,Never,Never,Never,Never,"Yes, but still waiting for payment",NA,NA,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Less than half of the land,When it was already constructed,No,NA,NA,I was not included in the decision-making process,No change,Slightly less wildlife,Strongly disagree,NA,Access to clean energy,Food security,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,NA,Education,Gender equality and women's empowerment,Sustainable use of water and sanitation for all,23,Woman,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,1,Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,245969709,b6ee7297-de35-410e-bbad-2fe4dac13bb4,2023-06-15T05:42:23Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,94
2023-06-15T05:42:21Z,2023-06-15T05:46:55Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Never,Never,Mostly,Never,Never,Never,Always,Never,Never,Never,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Yes, but still waiting for payment",NA,One-off payment,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Sustainable use of water and sanitation for all,Food security ,Health and wellbeing,70,Woman,No formal education,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,245970595,480e1266-3895-4ab7-952b-4739cced4092,2023-06-15T05:46:57Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,95
2023-06-17T03:03:03Z,2023-06-17T03:06:16Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Rarely ,Mostly,Always,Rarely ,Never,Rarely ,Always,Sometimes,Mostly,Mostly,Very important,NA,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,50%-74%,0%,0%,Neutral,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,No change,Slightly less wildlife,Neither agree or disagree,NA,Access to clean energy,Livelihood and economy,Food security,Regulate climate change,Protect biodiversity and environment,NA,Sustainable use of water and sanitation for all,Education,Food security ,68,Woman,No formal education,Farming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,1,Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,246522781,17b3be16-cf49-4f18-aa2e-b9439559b0f4,2023-06-17T03:06:18Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,96
2023-06-17T03:06:16Z,2023-06-17T05:35:42Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Important,NA,Never,Sometimes,Always,Rarely ,Rarely ,Sometimes,Mostly,Rarely ,Never,Never,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,25%-49%,25%-49%,0%,Quite unhappy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Slightly less wildlife,Neither agree or disagree,NA,Food security,Protect biodiversity and environment,Livelihood and economy,Access to clean energy,Regulate climate change,NA,Food security ,Health and wellbeing,Education,47,Woman,Primary School,Farming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,Motorbike/scooter TV Fan Bed Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,NA,NA,246537445,a7872b93-864e-44aa-bfd0-ea113fc26626,2023-06-17T05:35:44Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,97
2023-06-17T05:35:42Z,2023-06-17T05:39:35Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Sometimes,Sometimes,Always,Rarely ,Rarely ,Sometimes,Mostly,Sometimes,Mostly,Mostly,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Yes, but still waiting for payment",NA,NA,Quite unhappy,Quite unhappy,"Yes, but sometimes power cut (two hours every day)",NA,0%,0%,0%,0%,Quite unhappy,Half of the land,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly more wildlife,Neither agree or disagree,NA,Protect biodiversity and environment,Livelihood and economy,Food security,Access to clean energy,Regulate climate change,NA,Education,Sustainable use of water and sanitation for all,Health and wellbeing,29,Woman,Undergraduate degree,Other,Student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,1,Motorbike/scooter TV Fan Bed Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,NA,NA,246537815,a04c6b70-418a-4f31-a20c-664917efd2ed,2023-06-17T05:39:37Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,98
2023-06-17T05:39:35Z,2023-06-17T05:43:26Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Sometimes,Sometimes,Mostly,Rarely ,Rarely ,Mostly,Mostly,Sometimes,Mostly,Mostly,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Quite unhappy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly less wildlife,Disagree,NA,Food security,Livelihood and economy,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Peaceful and inclusive society,Health and wellbeing,Food security ,54,Woman,Primary School,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,Motorbike/scooter TV Fan Bed Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,NA,NA,246538374,41552e34-dee1-4a27-b5c3-30953b20c311,2023-06-17T05:43:28Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,99
2023-06-17T05:43:26Z,2023-06-17T05:46:40Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Not at all important,NA,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Strongly disagree,NA,Food security,Livelihood and economy,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Livelihood and economy,Food security ,78,Woman,No formal education,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,TV Fan Bed Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,NA,NA,246538702,6721c05b-1e95-49ed-ad43-d0d7a61b0640,2023-06-17T05:46:42Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,100
2023-06-17T05:46:40Z,2023-06-17T05:52:10Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Mostly,Mostly,Mostly,Rarely ,Rarely ,Sometimes,Mostly,Sometimes,Mostly,Mostly,Very important,NA,Mostly,Mostly,Always,Always,Mostly,Sometimes,Mostly,Sometimes,Mostly,Mostly,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,25%-49%,25%-49%,0%,Quite unhappy,Less than half of the land,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Slightly less wildlife,Neither agree or disagree,NA,Food security,Livelihood and economy,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Sustainable economic growth and employment opportunities,Gender equality and women's empowerment,Peaceful and inclusive society,25,Man,Undergraduate degree,Other,Student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,Bike Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,246539188,9c6c3e4f-1bb6-4a30-b137-1fd60517115d,2023-06-17T05:52:13Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,101
2023-06-17T05:52:10Z,2023-06-17T05:56:10Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Mostly,Mostly,Mostly,Sometimes,Rarely ,Sometimes,Mostly,Sometimes,Mostly,Mostly,Very important,NA,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,50%-74%,50%-74%,0%,Very happy,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's much more healthy,No change,Agree,NA,Access to clean energy,Livelihood and economy,Food security,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Livelihood and economy,Education,32,Man,Professional course/vocational qualification,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,2,Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,246539555,e6970e01-e398-4880-bbad-4b3aba8f0438,2023-06-17T05:56:12Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,102
2023-06-17T05:56:10Z,2023-06-17T06:00:26Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Mostly,Mostly,Mostly,Rarely ,Rarely ,Mostly,Mostly,Mostly,Mostly,Mostly,Very important,NA,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,"Yes, but still waiting for payment",NA,NA,Neutral,Quite unhappy,"Yes, always",NA,0%,50%-74%,50%-74%,0%,Quite happy,Less than half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,No change,No change,Agree,NA,Food security,Access to clean energy,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,NA,Peaceful and inclusive society,Sustainable use of water and sanitation for all,Education,66,Man,Postgraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,4,Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,246539976,6911a333-524d-4a01-8b93-c79c70c38fb5,2023-06-17T06:00:29Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,103
2023-06-17T06:00:26Z,2023-06-17T06:04:05Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Mostly,Mostly,Mostly,Sometimes,Rarely ,Sometimes,Mostly,Sometimes,Mostly,Mostly,Very important,NA,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,50%-74%,50%-74%,0%,Quite happy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,No change,Slightly less wildlife,Agree,NA,Protect biodiversity and environment,Access to clean energy,Food security,Livelihood and economy,Regulate climate change,NA,Gender equality and women's empowerment,Sustainable use of water and sanitation for all,Health and wellbeing,39,Woman,Undergraduate degree,Other,Teacher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,2,Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,246540896,936d5e47-34ea-49e7-a8dd-1f06d14bde79,2023-06-17T06:04:07Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,104
2023-06-17T06:04:05Z,2023-06-17T06:09:39Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Sometimes,Sometimes,Sometimes,Always,Always,Very important,NA,Never,Never,Never,Rarely,Mostly,Never,Never,Never,Mostly,Mostly,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Quite happy,No impact,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,No change,No change,Strongly agree,NA,Protect biodiversity and environment,Regulate climate change,Food security,Livelihood and economy,Access to clean energy,NA,Peaceful and inclusive society,Education,Health and wellbeing,67,Man,Postgraduate degree,Other,Doctor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,2,Bike Motorbike/scooter Car TV Radio Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Freezer Pressure cooker Internet Water Electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,246541823,1399c9eb-5c31-4781-9ef7-73b50298a479,2023-06-17T06:09:42Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,105
